0.0000000000;0.1000000000;0.0000000000;0.1000000000;0.9076320304;0.8293474533;0.8273169873
0.0000000000;0.2000000000;0.0000000000;0.2000000000;0.9472289374;0.8282171493;0.8273501366
0.0000000000;0.3000000000;0.0000000000;0.3000000000;0.9278627952;0.8275098794;0.8274937835
0.0000000000;0.4000000000;0.0000000000;0.4000000000;0.8985390061;0.8272520217;0.8278805253
0.0000000000;0.5000000000;0.0000000000;0.5000000000;0.8617571530;0.8274532480;0.8286959980
0.0000000000;0.6000000000;0.0000000000;0.6000000000;0.8441383119;0.8281059567;0.8301788764
0.0000000000;0.7000000000;0.0000000000;0.7000000000;0.8686325421;0.8291857196;0.8326208745
0.0000000000;0.8000000000;0.0000000000;0.8000000000;0.9050534458;0.8306527080;0.8363667449
0.0000000000;0.9000000000;0.0000000000;0.9000000000;0.9322775297;0.8324539845;0.8418142791
0.1000000000;0.0000000000;0.1000000000;0.0000000000;0.8995302906;0.8324145836;0.8273506618
0.1000000000;0.1000000000;0.1000000000;0.1000000000;0.7023134955;0.8307462713;0.8273122956
0.1000000000;0.2000000000;0.1000000000;0.2000000000;0.8390528087;0.8294428093;0.8272143362
0.1000000000;0.3000000000;0.1000000000;0.3000000000;0.9099831345;0.8285507716;0.8270690759
0.1000000000;0.4000000000;0.1000000000;0.4000000000;0.8600476492;0.8281018857;0.8269418456
0.1000000000;0.5000000000;0.1000000000;0.5000000000;0.7841780505;0.8281112398;0.8269510153
0.1000000000;0.6000000000;0.1000000000;0.6000000000;0.7633786634;0.8285764612;0.8272679938
0.1000000000;0.7000000000;0.1000000000;0.7000000000;0.8361711814;0.8294779272;0.8281172287
0.1000000000;0.8000000000;0.1000000000;0.8000000000;0.8961799782;0.8307799890;0.8297762065
0.1000000000;0.9000000000;0.1000000000;0.9000000000;0.9302434963;0.8324331078;0.8325754526
0.2000000000;0.0000000000;0.2000000000;0.0000000000;0.9330125289;0.8346540666;0.8278889285
0.2000000000;0.1000000000;0.2000000000;0.1000000000;0.7091849628;0.8328437442;0.8276803279
0.2000000000;0.2000000000;0.2000000000;0.2000000000;0.6299103639;0.8313739710;0.8272750690
0.2000000000;0.3000000000;0.2000000000;0.3000000000;0.8497105429;0.8302960644;0.8266181778
0.2000000000;0.4000000000;0.2000000000;0.4000000000;0.8283186728;0.8296470779;0.8257077193
0.2000000000;0.5000000000;0.2000000000;0.5000000000;0.7244530091;0.8294477541;0.8245947972
0.2000000000;0.6000000000;0.2000000000;0.6000000000;0.7366687960;0.8297014381;0.8233835541
0.2000000000;0.7000000000;0.2000000000;0.7000000000;0.8396756452;0.8303940293;0.8222311715
0.2000000000;0.8000000000;0.2000000000;0.8000000000;0.9015690492;0.8314949679;0.8213478699
0.2000000000;0.9000000000;0.2000000000;0.9000000000;0.9192624036;0.8329591702;0.8209969085
0.3000000000;0.0000000000;0.3000000000;0.0000000000;0.9525162891;0.8375363760;0.8302214178
0.3000000000;0.1000000000;0.3000000000;0.1000000000;0.9104502823;0.8356026456;0.8296065326
0.3000000000;0.2000000000;0.3000000000;0.2000000000;0.8253175962;0.8339779710;0.8286113913
0.3000000000;0.3000000000;0.3000000000;0.3000000000;0.8063471753;0.8327180019;0.8271137539
0.3000000000;0.4000000000;0.3000000000;0.4000000000;0.8383348400;0.8318649538;0.8250444189
0.3000000000;0.5000000000;0.3000000000;0.5000000000;0.7840602766;0.8314453176;0.8223872242
0.3000000000;0.6000000000;0.3000000000;0.6000000000;0.8118908592;0.8314685040;0.8191790461
0.3000000000;0.7000000000;0.3000000000;0.7000000000;0.8746734701;0.8319265192;0.8155098000
0.3000000000;0.8000000000;0.3000000000;0.8000000000;0.8814564930;0.8327946842;0.8115224402
0.3000000000;0.9000000000;0.3000000000;0.9000000000;0.9035107056;0.8340333295;0.8074129597
0.4000000000;0.0000000000;0.4000000000;0.0000000000;0.9357870236;0.8409909280;0.8365011966
0.4000000000;0.1000000000;0.4000000000;0.1000000000;0.9092869243;0.8389559029;0.8351375848
0.4000000000;0.2000000000;0.4000000000;0.2000000000;0.8989966674;0.8371920341;0.8331635864
0.4000000000;0.3000000000;0.4000000000;0.3000000000;0.8958361436;0.8357587727;0.8303896952
0.4000000000;0.4000000000;0.4000000000;0.4000000000;0.8770713787;0.8347031919;0.8266794439
0.4000000000;0.5000000000;0.4000000000;0.5000000000;0.8616759279;0.8340574701;0.8219494038
0.4000000000;0.6000000000;0.4000000000;0.6000000000;0.8789418314;0.8338372705;0.8161691853
0.4000000000;0.7000000000;0.4000000000;0.7000000000;0.8815943214;0.8340411299;0.8093614377
0.4000000000;0.8000000000;0.4000000000;0.8000000000;0.8097730839;0.8346508890;0.8016018489
